request_id,vehicle_id,service_type_id,mechanic_id,customer_id,charge_per_hour,estimated_duration_hours,total_payment
4902,6845,30,169,6397,74.97,5,374.85
4903,9377,7,211,9527,65.3,2,130.6
4904,3069,16,237,8807,73.85,3,221.54999999999998
4905,3190,13,164,526,89.44,2,178.88
4906,11536,28,231,8093,66.53,4,266.12
4907,9787,2,183,9290,58.95,4,235.8
4908,11143,30,137,9818,70.31,5,351.55
4909,269,16,169,9445,60.92,3,182.76
4910,3843,23,63,8526,25.63,4,102.52
4911,216,4,232,3101,52.31,3,156.93
4912,2135,9,2,8309,79.46,4,317.84
4913,1340,20,86,2456,77.24,1,77.24
4914,11582,13,67,6476,58.54,2,117.08
4915,4133,30,83,6737,75.29,5,376.45000000000005
4916,3167,24,186,2918,31.56,1,31.56
4917,10558,30,189,5390,21.8,5,109.0
4918,5000,21,98,7636,78.93,4,315.72
4919,8530,27,170,4718,60.07,2,120.14
4920,9106,27,215,189,80.16,2,160.32
4921,6134,19,85,4294,58.33,1,58.33
4922,2966,1,8,2091,62.65,5,313.25
4923,9344,24,39,3678,44.3,1,44.3
4924,3619,22,116,1542,97.49,1,97.49
4925,2877,28,182,4658,35.4,4,141.6
4926,8247,22,132,986,83.12,1,83.12
4927,4030,30,185,7558,89.28,5,446.4
4928,2919,22,70,9954,32.55,1,32.55
4929,9047,28,76,522,82.6,4,330.4
4930,9368,13,156,6870,45.32,2,90.64
4931,3652,17,176,5516,38.7,3,116.10000000000001
4932,7626,11,216,1788,34.06,2,68.12
4933,2475,1,125,2247,26.87,5,134.35
4934,5205,26,147,8905,70.67,4,282.68
4935,782,11,99,91,34.19,2,68.38
4936,3013,5,69,8127,72.15,2,144.3
4937,3784,6,165,1378,38.94,5,194.7
4938,11946,28,49,7602,62.76,4,251.04
4939,277,2,100,8806,44.7,4,178.8
4940,10094,22,105,4551,98.84,1,98.84
4941,2432,19,211,3782,64.83,1,64.83
4942,5933,11,94,645,55.11,2,110.22
4943,9614,7,45,121,23.04,2,46.08
4944,11594,24,136,2186,72.65,1,72.65
4945,4912,9,175,9708,29.69,4,118.76
4946,648,21,99,1656,20.01,4,80.04
4947,6079,11,169,7961,24.38,2,48.76
4948,1986,19,49,6678,40.37,1,40.37
4949,6261,9,26,6138,87.2,4,348.8
4950,2030,17,35,2977,33.61,3,100.83
4951,1847,8,172,2705,79.6,1,79.6
4952,9456,12,16,1277,22.04,2,44.08
4953,4010,6,50,2590,77.7,5,388.5
4954,1984,7,146,9465,71.0,2,142.0
4955,2225,30,184,8852,45.18,5,225.9
4956,8312,29,31,4639,98.48,4,393.92
4957,8109,8,82,594,33.77,1,33.77
4958,1637,23,69,1390,51.41,4,205.64
4959,1526,2,177,1383,67.98,4,271.92
4960,9515,11,58,2326,97.11,2,194.22
4961,2,11,157,7855,60.19,2,120.38
4962,4869,22,203,2935,85.05,1,85.05
4963,10847,18,23,4806,94.58,4,378.32
4964,4044,21,83,1976,76.94,4,307.76
4965,10143,21,78,2002,69.99,4,279.96
4966,9356,15,242,9936,83.05,4,332.2
4967,1421,16,105,3958,21.72,3,65.16
4968,1739,20,209,1681,28.64,1,28.64
4969,4528,26,236,3425,78.53,4,314.12
4970,7128,23,115,850,26.27,4,105.08
4971,4791,4,242,21,95.12,3,285.36
4972,4943,22,231,9173,61.75,1,61.75
4973,449,14,68,5701,50.44,3,151.32
4974,2387,21,161,487,70.38,4,281.52
4975,10096,18,49,2891,76.44,4,305.76
4976,3121,14,197,6031,31.61,3,94.83
4977,11299,22,145,3352,68.79,1,68.79
4978,2144,12,164,2069,24.11,2,48.22
4979,10448,11,97,5748,52.96,2,105.92
4980,11969,15,159,1550,90.43,4,361.72
4981,6974,15,243,1176,91.48,4,365.92
4982,2333,15,210,5091,84.31,4,337.24
4983,11553,1,25,3741,21.74,5,108.69999999999999
4984,9446,15,34,5263,83.83,4,335.32
4985,4065,21,192,2705,44.76,4,179.04
4986,10324,19,117,713,56.65,1,56.65
4987,3239,1,102,9112,54.03,5,270.15
4988,8980,17,121,9030,87.19,3,261.57
4989,1898,19,47,996,76.93,1,76.93
4990,2236,27,178,2310,63.45,2,126.9
4991,5647,10,12,4393,21.12,4,84.48
4992,6609,25,24,7022,89.12,4,356.48
4993,8518,22,66,5238,74.88,1,74.88
4994,1643,11,204,7075,79.88,2,159.76
4995,2130,6,88,8859,40.95,5,204.75
4996,1885,20,194,293,52.6,1,52.6
4997,4759,11,213,9992,63.47,2,126.94
4998,11575,15,141,1065,42.66,4,170.64
4999,7763,2,88,7120,44.09,4,176.36
5000,7554,22,25,7926,31.65,1,31.65
5001,2030,6,103,9231,61.06,5,305.3
5002,5139,27,63,3651,41.65,2,83.3
5003,5888,8,50,8920,43.82,1,43.82
5004,3415,1,157,2267,53.4,5,267.0
5005,7434,17,131,3232,36.75,3,110.25
5006,826,23,46,819,60.27,4,241.08
5007,11266,5,12,5952,52.01,2,104.02
5008,5539,20,135,160,98.57,1,98.57
5009,4231,9,14,5582,62.97,4,251.88
5010,5869,14,92,5974,26.32,3,78.96000000000001
5011,7714,24,66,3993,82.1,1,82.1
5012,5664,2,65,4861,80.19,4,320.76
5013,10953,21,171,4929,89.35,4,357.4
5014,11544,23,145,2296,80.39,4,321.56
5015,287,19,96,4588,45.61,1,45.61
5016,4430,20,23,2992,80.35,1,80.35
5017,3454,3,214,1604,84.5,1,84.5
5018,11418,19,219,4668,94.33,1,94.33
5019,9563,10,232,4422,92.74,4,370.96
5020,3011,27,132,3877,31.25,2,62.5
5021,10415,19,86,8208,91.21,1,91.21
5022,4849,5,113,9825,86.06,2,172.12
5023,6723,24,57,58,88.17,1,88.17
5024,10079,28,83,5589,21.86,4,87.44
5025,4984,15,137,6224,76.81,4,307.24
5026,1101,29,112,3232,63.71,4,254.84
5027,2761,17,172,1041,21.07,3,63.21
5028,11815,11,185,9236,80.72,2,161.44
5029,5698,4,43,1716,29.62,3,88.86
5030,8257,19,187,4626,50.49,1,50.49
5031,4009,4,247,1369,54.73,3,164.19
5032,6161,12,213,6044,51.22,2,102.44
5033,10305,14,223,3647,20.04,3,60.12
5034,11141,10,211,3168,36.2,4,144.8
5035,9519,28,224,665,26.31,4,105.24
5036,6496,27,76,209,56.68,2,113.36
5037,10315,12,215,5399,77.46,2,154.92
5038,9289,10,218,1504,41.17,4,164.68
5039,6389,24,233,7259,99.8,1,99.8
5040,5574,20,245,2385,75.21,1,75.21
5041,3198,24,174,6277,84.96,1,84.96
5042,6039,25,122,7492,40.96,4,163.84
5043,1663,22,101,2008,84.59,1,84.59
5044,6937,30,210,5964,53.29,5,266.45
5045,6444,25,81,7587,52.16,4,208.64
5046,224,13,55,3992,50.63,2,101.26
5047,5576,17,101,1877,55.81,3,167.43
5048,1381,2,109,9345,85.89,4,343.56
5049,7530,19,100,9817,38.04,1,38.04
5050,3010,9,229,9579,71.41,4,285.64
5051,2529,8,80,4643,36.07,1,36.07
5052,9841,30,45,8246,92.68,5,463.40000000000003
5053,1369,12,107,3042,77.06,2,154.12
5054,3379,16,154,4661,55.52,3,166.56
5055,10336,10,18,8188,78.95,4,315.8
5056,3660,23,64,6795,79.15,4,316.6
5057,915,4,14,7697,95.9,3,287.70000000000005
5058,6964,16,99,740,49.42,3,148.26
5059,4633,24,86,599,36.39,1,36.39
5060,8973,27,177,1636,54.26,2,108.52
5061,10867,22,93,5069,68.88,1,68.88
5062,8850,21,234,908,70.21,4,280.84
5063,6436,4,131,5108,50.57,3,151.71
5064,9081,26,219,8094,50.11,4,200.44
5065,8570,22,246,6078,88.46,1,88.46
5066,6411,10,110,421,36.3,4,145.2
5067,6158,29,226,3322,72.9,4,291.6
5068,4639,5,138,7063,52.38,2,104.76
5069,2354,16,26,2323,26.97,3,80.91
5070,3666,14,100,5516,98.39,3,295.17
5071,6862,15,60,9952,24.47,4,97.88
5072,11146,25,216,726,94.52,4,378.08
5073,2602,16,175,8108,80.62,3,241.86
5074,10917,7,106,6119,77.0,2,154.0
5075,6753,3,242,4241,56.76,1,56.76
5076,7086,14,91,7694,70.3,3,210.89999999999998
5077,6827,9,8,2563,32.62,4,130.48
5078,1803,23,169,2084,85.41,4,341.64
5079,4185,28,235,9538,76.44,4,305.76
5080,5560,24,115,2856,41.33,1,41.33
5081,4302,20,23,7462,54.44,1,54.44
5082,8815,23,233,3013,53.81,4,215.24
5083,4936,26,135,1198,22.06,4,88.24
5084,9756,29,236,5574,93.46,4,373.84
5085,7837,17,207,1164,97.1,3,291.29999999999995
5086,4002,7,133,278,59.29,2,118.58
5087,206,8,162,3916,79.9,1,79.9
5088,5747,13,196,6845,97.56,2,195.12
5089,156,11,50,4071,71.79,2,143.58
5090,10970,2,137,5378,26.93,4,107.72
5091,8775,7,140,6316,24.6,2,49.2
5092,9317,13,177,2995,44.61,2,89.22
5093,10123,18,244,9911,49.13,4,196.52
5094,9372,3,17,704,87.4,1,87.4
5095,221,18,213,9639,55.27,4,221.08
5096,5874,17,99,3489,64.42,3,193.26
5097,10747,25,8,4237,24.4,4,97.6
5098,4859,25,69,1601,94.54,4,378.16
5099,1219,13,104,1601,36.1,2,72.2
5100,59,13,52,5372,42.73,2,85.46
5101,5726,7,147,6871,27.05,2,54.1
5102,211,10,201,8437,82.91,4,331.64
5103,8438,18,235,100,45.16,4,180.64
5104,10691,16,230,4294,99.64,3,298.92
5105,11141,19,134,7943,48.82,1,48.82
5106,11607,9,201,877,33.54,4,134.16
5107,9665,8,129,7534,25.33,1,25.33
5108,3531,18,154,9804,80.66,4,322.64
5109,7512,19,177,3768,47.07,1,47.07
5110,4609,25,222,4312,74.9,4,299.6
5111,5516,26,235,8871,92.44,4,369.76
5112,10119,1,88,7171,92.55,5,462.75
5113,3314,21,16,2045,67.32,4,269.28
5114,9838,11,34,6485,26.0,2,52.0
5115,4543,23,91,7295,71.21,4,284.84
5116,2793,27,76,6026,78.67,2,157.34
5117,6584,14,59,7120,37.14,3,111.42
5118,5878,4,36,8469,93.33,3,279.99
5119,6738,7,213,7174,69.38,2,138.76
5120,7135,8,226,1463,97.87,1,97.87
5121,3971,7,194,3255,99.51,2,199.02
5122,9174,27,91,6488,64.07,2,128.14
5123,4095,13,147,5463,55.79,2,111.58
5124,11988,24,162,983,83.47,1,83.47
5125,5395,22,9,3972,41.64,1,41.64
5126,1958,28,110,2516,68.75,4,275.0
5127,3296,24,83,6638,34.74,1,34.74
5128,3910,9,209,3185,39.14,4,156.56
5129,7321,3,199,2835,21.33,1,21.33
5130,5288,16,80,2110,85.61,3,256.83
5131,3592,21,137,6961,20.21,4,80.84
5132,8262,6,136,7387,81.32,5,406.59999999999997
5133,10928,22,131,7358,22.66,1,22.66
5134,4134,12,103,5074,83.87,2,167.74
5135,5364,29,196,3822,91.25,4,365.0
5136,11070,27,13,7708,51.86,2,103.72
5137,9578,23,15,7826,22.38,4,89.52
5138,11035,19,99,667,63.93,1,63.93
5139,7147,15,79,4324,38.23,4,152.92
5140,5291,26,151,3701,42.22,4,168.88
5141,10736,30,127,1164,52.52,5,262.6
5142,11025,4,241,5943,90.29,3,270.87
5143,10537,27,109,3387,39.67,2,79.34
5144,310,14,174,1329,21.38,3,64.14
5145,11410,22,21,3975,74.81,1,74.81
5146,3491,3,47,3112,21.72,1,21.72
5147,6539,16,41,7001,60.3,3,180.89999999999998
5148,7229,8,11,8889,26.91,1,26.91
5149,9743,2,51,5614,22.29,4,89.16
5150,11872,24,70,2097,23.51,1,23.51
5151,2389,17,185,9998,47.47,3,142.41
5152,8639,24,3,4499,30.93,1,30.93
5153,9085,11,209,1634,70.28,2,140.56
5154,10801,14,135,9148,78.77,3,236.31
5155,9581,6,19,1069,90.17,5,450.85
5156,4037,21,97,8120,64.03,4,256.12
5157,8653,15,60,3180,97.82,4,391.28
5158,11164,9,99,6202,94.93,4,379.72
5159,7905,14,239,6541,62.48,3,187.44
5160,10089,7,14,432,79.19,2,158.38
5161,3421,16,4,3934,92.05,3,276.15
5162,7422,26,127,4762,87.78,4,351.12
5163,4404,8,130,5598,21.35,1,21.35
5164,8491,28,43,6096,73.79,4,295.16
5165,502,10,69,5523,82.46,4,329.84
5166,4157,6,143,4027,49.38,5,246.9
5167,8387,18,244,7855,70.29,4,281.16
5168,2818,4,13,9526,41.32,3,123.96000000000001
5169,8912,2,90,4613,74.88,4,299.52
5170,7459,27,206,9675,71.89,2,143.78
5171,4326,24,131,9668,60.88,1,60.88
5172,109,29,31,8537,80.86,4,323.44
5173,6973,27,13,8777,22.29,2,44.58
5174,11723,15,95,3607,99.98,4,399.92
5175,3758,22,181,9666,64.2,1,64.2
5176,5910,25,97,7397,81.01,4,324.04
5177,6942,26,3,473,88.94,4,355.76
5178,11538,9,47,7850,23.19,4,92.76
5179,8435,8,155,6738,80.02,1,80.02
5180,5498,10,189,8611,90.2,4,360.8
5181,9582,29,238,4913,70.55,4,282.2
5182,11173,25,56,8420,71.63,4,286.52
5183,136,30,188,6016,37.37,5,186.85
5184,6734,8,65,7270,83.21,1,83.21
5185,10331,3,240,6345,59.63,1,59.63
5186,668,9,200,7276,72.15,4,288.6
5187,9079,2,89,5080,40.03,4,160.12
5188,2149,19,44,6073,61.17,1,61.17
5189,4294,19,28,4703,63.71,1,63.71
5190,9150,15,67,5347,65.75,4,263.0
5191,1585,21,130,9390,36.2,4,144.8
5192,11669,2,89,8541,91.11,4,364.44
5193,6371,25,134,6551,84.61,4,338.44
5194,11951,9,206,6225,25.24,4,100.96
5195,4581,28,22,6295,45.78,4,183.12
5196,8162,3,67,1700,72.95,1,72.95
5197,9039,22,116,5116,97.19,1,97.19
5198,10989,23,31,491,46.15,4,184.6
5199,6740,7,226,2126,52.93,2,105.86
5200,2921,28,71,6929,37.45,4,149.8
5201,523,6,241,5573,92.59,5,462.95000000000005
5202,11195,21,242,8076,63.43,4,253.72
5203,6792,11,217,3813,46.82,2,93.64
5204,9039,13,108,6408,56.82,2,113.64
5205,3498,14,215,461,37.51,3,112.53
5206,2380,28,25,1823,71.07,4,284.28
5207,11747,6,71,5269,64.94,5,324.7
5208,1345,12,226,4502,58.6,2,117.2
5209,9470,17,220,4890,91.92,3,275.76
5210,11295,23,26,8927,74.27,4,297.08
5211,1087,20,153,6736,61.02,1,61.02
5212,11314,6,124,6865,95.34,5,476.70000000000005
5213,8736,19,162,955,60.88,1,60.88
5214,3596,16,29,453,49.9,3,149.7
5215,6862,1,250,2694,35.79,5,178.95
5216,11309,20,131,333,42.11,1,42.11
5217,11602,8,39,8041,82.93,1,82.93
5218,3006,5,70,3115,75.9,2,151.8
5219,8019,30,81,8854,79.48,5,397.40000000000003
5220,11768,4,27,6980,30.72,3,92.16
5221,9394,13,236,7311,95.31,2,190.62
5222,8250,12,19,1950,41.47,2,82.94
5223,7238,15,120,1954,50.71,4,202.84
5224,1906,23,81,3250,61.89,4,247.56
5225,9731,26,103,2332,72.06,4,288.24
5226,7613,17,193,6463,90.44,3,271.32
5227,1824,3,133,9401,25.24,1,25.24
5228,2700,18,60,4596,81.83,4,327.32
5229,11666,22,69,601,86.99,1,86.99
5230,7106,21,183,745,73.45,4,293.8
5231,3682,11,170,9097,91.81,2,183.62
5232,8884,24,146,7612,42.57,1,42.57
5233,10486,7,96,5004,24.86,2,49.72
5234,8341,26,81,8989,43.21,4,172.84
5235,24,10,157,5938,70.28,4,281.12
5236,10105,6,129,8117,51.09,5,255.45000000000002
5237,7662,22,87,7103,56.1,1,56.1
5238,3728,25,134,6707,52.72,4,210.88
5239,8471,3,80,5612,99.94,1,99.94
5240,3483,25,152,2132,73.8,4,295.2
5241,1428,28,204,3276,79.43,4,317.72
5242,3323,16,53,3082,84.24,3,252.71999999999997
5243,6476,22,78,851,61.64,1,61.64
5244,9842,21,77,5082,42.92,4,171.68
5245,9349,2,197,2390,21.91,4,87.64
5246,4861,5,204,7661,38.69,2,77.38
5247,9998,19,28,9367,96.36,1,96.36
5248,1525,11,122,8305,54.24,2,108.48
5249,4214,23,71,8697,86.16,4,344.64
5250,2674,19,242,7098,26.34,1,26.34
5251,2749,1,203,5131,31.86,5,159.3
5252,8365,15,8,584,29.62,4,118.48
5253,781,13,41,4686,54.14,2,108.28
5254,6105,5,232,1077,70.27,2,140.54
5255,2066,28,39,5780,52.44,4,209.76
5256,4136,10,57,7555,53.19,4,212.76
5257,2512,27,157,2560,77.85,2,155.7
5258,624,14,108,5740,40.83,3,122.49
5259,6793,29,165,6891,82.6,4,330.4
5260,883,30,49,7216,97.7,5,488.5
5261,7207,2,18,837,65.28,4,261.12
5262,6140,23,226,5982,58.69,4,234.76
5263,5789,8,233,8318,90.43,1,90.43
5264,11903,5,88,7424,64.45,2,128.9
5265,11269,7,118,1524,98.03,2,196.06
5266,7792,21,198,1176,87.41,4,349.64
5267,11283,29,245,9115,48.04,4,192.16
5268,11413,21,104,1752,75.05,4,300.2
5269,11762,24,121,8954,26.47,1,26.47
5270,9180,16,206,5391,93.28,3,279.84000000000003
5271,8273,25,23,5889,63.99,4,255.96
5272,1960,17,162,7035,31.12,3,93.36
5273,9864,7,120,8493,41.39,2,82.78
5274,8249,21,119,1109,66.01,4,264.04
5275,7813,3,89,6592,98.94,1,98.94
5276,2898,25,28,157,96.23,4,384.92
5277,305,9,232,7982,76.55,4,306.2
5278,1147,26,147,4775,23.56,4,94.24
5279,10743,11,230,7100,61.27,2,122.54
5280,9695,2,208,903,35.5,4,142.0
5281,7278,30,2,8879,94.68,5,473.40000000000003
5282,1037,30,78,6931,87.74,5,438.7
5283,9652,3,14,2323,83.22,1,83.22
5284,7535,21,76,2841,37.38,4,149.52
5285,8296,7,115,6940,31.03,2,62.06
5286,3884,4,186,4507,57.74,3,173.22
5287,1521,5,101,295,79.81,2,159.62
5288,6667,29,181,2571,99.85,4,399.4
5289,2111,13,100,9634,32.99,2,65.98
5290,3831,13,35,856,98.83,2,197.66
5291,3803,10,37,1667,40.12,4,160.48
5292,8347,27,128,7163,38.34,2,76.68
5293,2413,23,152,8201,51.52,4,206.08
5294,2147,17,29,1329,64.08,3,192.24
5295,3312,4,151,6401,75.01,3,225.03000000000003
5296,8901,11,50,5976,67.19,2,134.38
5297,3144,24,90,8267,34.93,1,34.93
5298,7017,8,128,4619,55.73,1,55.73
5299,8574,28,180,8675,92.1,4,368.4
5300,4867,11,176,2041,68.63,2,137.26
5301,8166,18,29,3549,37.07,4,148.28
5302,1974,26,126,2435,35.81,4,143.24
5303,2132,18,133,2585,71.45,4,285.8
5304,3688,20,47,7495,45.57,1,45.57
5305,1519,25,53,8682,57.78,4,231.12
5306,6103,30,82,4680,84.46,5,422.29999999999995
5307,441,26,238,5497,75.14,4,300.56
5308,7968,11,91,3149,34.63,2,69.26
5309,1848,30,52,6898,98.92,5,494.6
5310,10152,2,208,7813,22.74,4,90.96
5311,2592,24,165,4905,66.71,1,66.71
5312,1922,9,173,1723,21.01,4,84.04
5313,7697,28,26,7733,85.47,4,341.88
5314,7523,17,145,6893,59.66,3,178.98
5315,5838,24,53,6271,93.22,1,93.22
5316,9,9,214,5135,80.07,4,320.28
5317,4978,11,128,9939,42.56,2,85.12
5318,8131,28,95,3773,57.28,4,229.12
5319,7451,7,43,6497,87.92,2,175.84
5320,11276,19,224,5658,36.09,1,36.09
5321,2413,9,80,4489,65.55,4,262.2
5322,7804,24,244,1973,33.07,1,33.07
5323,2606,13,233,9693,45.16,2,90.32
5324,1198,10,167,3968,53.31,4,213.24
5325,2658,30,225,763,24.81,5,124.05
5326,1580,25,37,5668,77.48,4,309.92
5327,8372,12,61,5112,79.56,2,159.12
5328,838,5,154,7938,92.9,2,185.8
5329,8324,30,148,5811,38.89,5,194.45
5330,11573,20,121,362,95.12,1,95.12
5331,10871,9,9,1256,36.43,4,145.72
5332,8095,9,142,9417,51.36,4,205.44
5333,8189,18,208,2135,54.28,4,217.12
5334,3648,29,126,6230,68.69,4,274.76
5335,4308,13,18,103,46.47,2,92.94
5336,9363,21,154,3993,28.93,4,115.72
5337,377,10,171,4918,82.14,4,328.56
5338,9980,10,7,5368,23.05,4,92.2
5339,11292,11,201,1695,46.68,2,93.36
5340,4477,20,4,6704,80.91,1,80.91
5341,3974,30,85,6879,70.68,5,353.40000000000003
5342,2641,15,3,6312,26.03,4,104.12
5343,10761,12,11,954,99.09,2,198.18
5344,9818,4,125,1719,97.87,3,293.61
5345,10160,21,94,4009,55.27,4,221.08
5346,9111,29,25,7557,58.63,4,234.52
5347,4295,1,143,9139,61.96,5,309.8
5348,7757,19,114,5956,72.54,1,72.54
5349,1228,26,175,1925,49.0,4,196.0
5350,4759,11,242,1050,53.68,2,107.36
5351,3516,24,63,9657,62.3,1,62.3
5352,8513,18,61,6321,87.54,4,350.16
5353,7567,1,11,9718,56.41,5,282.04999999999995
5354,1722,28,209,9047,63.86,4,255.44
5355,9035,26,36,9048,74.98,4,299.92
5356,11640,30,126,5777,59.16,5,295.79999999999995
5357,1573,19,173,8879,63.75,1,63.75
5358,3066,21,199,3169,24.16,4,96.64
5359,7195,11,178,5686,86.4,2,172.8
5360,8999,14,212,1543,50.36,3,151.07999999999998
5361,9081,9,26,3221,86.85,4,347.4
5362,607,24,217,3348,94.55,1,94.55
5363,2689,1,105,4790,52.15,5,260.75
5364,353,14,167,7016,59.05,3,177.14999999999998
5365,10095,17,62,6828,82.42,3,247.26
5366,9703,21,79,1350,77.89,4,311.56
5367,475,6,220,8244,76.12,5,380.6
5368,11438,30,46,9777,52.27,5,261.35
5369,11827,25,131,75,34.13,4,136.52
5370,5113,25,153,2518,86.66,4,346.64
5371,9162,2,60,1222,47.72,4,190.88
5372,10294,29,42,2782,79.47,4,317.88
5373,5168,21,201,8622,26.81,4,107.24
5374,7237,15,45,9529,96.56,4,386.24
5375,10584,6,89,7672,62.5,5,312.5
5376,6951,8,107,8704,28.57,1,28.57
5377,3646,1,84,3608,31.88,5,159.4
5378,5363,5,109,797,23.26,2,46.52
5379,10406,3,139,1753,91.09,1,91.09
5380,4005,30,5,7867,37.0,5,185.0
5381,8623,27,239,9200,72.59,2,145.18
5382,1253,21,37,2728,26.98,4,107.92
5383,4324,21,51,6805,48.01,4,192.04
5384,2092,27,25,987,26.19,2,52.38
5385,7258,26,164,4469,46.61,4,186.44
5386,772,24,90,840,22.75,1,22.75
5387,9448,3,18,9958,70.29,1,70.29
5388,7562,4,83,8265,22.25,3,66.75
5389,6087,21,32,1365,97.73,4,390.92
5390,1036,27,225,5290,21.86,2,43.72
5391,11472,10,28,2713,86.1,4,344.4
5392,11885,28,88,977,87.13,4,348.52
5393,1861,6,232,8253,56.45,5,282.25
5394,5432,2,134,2978,51.62,4,206.48
5395,681,7,145,901,67.12,2,134.24
5396,4036,18,3,7190,69.32,4,277.28
5397,1552,10,155,3943,59.43,4,237.72
5398,1761,20,24,517,42.07,1,42.07
5399,1816,10,32,4192,50.52,4,202.08
5400,8816,17,204,1981,83.01,3,249.03000000000003
5401,5212,25,105,1053,23.37,4,93.48
5402,5724,18,59,4848,63.16,4,252.64
5403,3923,11,239,9768,25.23,2,50.46
5404,2609,15,86,3733,96.84,4,387.36
5405,3029,10,237,7750,69.13,4,276.52
5406,10120,24,15,5800,34.66,1,34.66
5407,3762,22,50,5045,58.12,1,58.12
5408,222,26,199,9457,88.05,4,352.2
5409,7931,18,50,5834,78.5,4,314.0
5410,3137,30,166,6180,94.4,5,472.0
5411,4426,27,9,6048,62.2,2,124.4
5412,5417,17,142,1198,28.03,3,84.09
5413,6081,12,116,7785,26.79,2,53.58
5414,384,15,216,7395,48.87,4,195.48
5415,6984,29,111,2160,98.91,4,395.64
5416,7568,3,15,6389,28.27,1,28.27
5417,553,10,45,541,39.99,4,159.96
5418,7746,7,236,5717,38.72,2,77.44
5419,6399,17,37,8202,25.24,3,75.72
5420,10201,27,246,7650,62.91,2,125.82
5421,154,24,120,9197,50.73,1,50.73
5422,1908,30,227,7027,68.4,5,342.0
5423,1018,27,134,5204,39.63,2,79.26
5424,11701,15,84,5156,24.86,4,99.44
5425,7189,10,248,8600,27.96,4,111.84
5426,4902,30,79,3883,81.02,5,405.09999999999997
5427,4296,9,106,9866,33.45,4,133.8
5428,6535,6,107,3550,67.75,5,338.75
5429,5634,4,150,8558,28.6,3,85.80000000000001
5430,3740,18,226,3822,35.09,4,140.36
5431,11479,28,158,4985,95.94,4,383.76
5432,5225,30,87,2954,65.91,5,329.54999999999995
5433,10113,6,119,7556,57.68,5,288.4
5434,11109,15,23,3117,49.56,4,198.24
5435,10117,20,247,6744,29.39,1,29.39
5436,6428,1,15,1326,36.4,5,182.0
5437,1910,8,211,8071,60.12,1,60.12
5438,1106,26,242,8864,57.72,4,230.88
5439,9924,26,119,8594,71.28,4,285.12
5440,9488,6,147,3957,24.67,5,123.35000000000001
5441,943,30,200,7385,96.14,5,480.7
5442,2307,27,82,9081,43.9,2,87.8
5443,849,20,165,88,88.5,1,88.5
5444,3064,21,85,426,66.85,4,267.4
5445,4455,14,181,6295,73.33,3,219.99
5446,62,11,227,31,53.3,2,106.6
5447,9291,1,240,2992,85.16,5,425.79999999999995
5448,6057,24,41,8283,61.67,1,61.67
5449,9783,15,51,7538,71.06,4,284.24
5450,4315,1,114,182,41.05,5,205.25
5451,1885,19,7,2841,99.98,1,99.98
5452,1977,14,248,1707,59.67,3,179.01
5453,2240,7,242,8166,65.61,2,131.22
5454,7216,25,59,528,65.46,4,261.84
5455,244,11,231,3676,84.79,2,169.58
5456,3190,25,15,1899,74.02,4,296.08
5457,2625,11,32,8633,98.61,2,197.22
5458,4624,15,6,4234,62.26,4,249.04
5459,5202,2,44,3345,26.59,4,106.36
5460,7370,30,194,4813,76.75,5,383.75
5461,8004,4,219,5645,93.03,3,279.09000000000003
5462,5869,2,56,7757,27.93,4,111.72
5463,11595,30,8,175,58.74,5,293.7
5464,9089,17,57,8367,31.92,3,95.76
5465,8814,5,212,905,26.55,2,53.1
5466,565,5,184,1762,92.83,2,185.66
5467,2348,13,240,2844,23.84,2,47.68
5468,10803,30,174,6973,74.82,5,374.09999999999997
5469,9381,12,183,8068,45.04,2,90.08
5470,7577,4,187,8284,54.66,3,163.98
5471,9827,26,115,2306,49.39,4,197.56
5472,445,14,218,9754,57.3,3,171.89999999999998
5473,6944,11,241,8433,55.86,2,111.72
5474,11755,21,182,9549,40.88,4,163.52
5475,11409,5,219,3450,29.56,2,59.12
5476,5680,4,29,131,90.12,3,270.36
5477,10369,18,21,8086,61.01,4,244.04
5478,1284,8,85,7513,25.67,1,25.67
5479,10139,2,152,3230,75.4,4,301.6
5480,6715,14,185,1810,58.72,3,176.16
5481,6710,12,130,8311,26.86,2,53.72
5482,8358,29,205,3932,84.28,4,337.12
5483,6189,1,108,1110,72.01,5,360.05
5484,7384,3,34,5823,47.3,1,47.3
5485,907,29,116,5640,63.27,4,253.08
5486,9400,7,157,1912,84.22,2,168.44
5487,7843,18,41,6866,41.28,4,165.12
5488,956,26,141,3232,41.58,4,166.32
5489,10838,9,79,3394,41.97,4,167.88
5490,3000,29,133,8552,46.79,4,187.16
5491,5125,19,153,1392,24.52,1,24.52
5492,7483,15,28,8004,45.1,4,180.4
5493,7156,13,187,4047,45.08,2,90.16
5494,9533,1,216,3190,86.25,5,431.25
5495,8316,3,138,6949,80.86,1,80.86
5496,3308,6,16,157,57.42,5,287.1
5497,11970,7,142,6436,46.31,2,92.62
5498,4750,8,114,55,28.44,1,28.44
5499,2166,13,208,9748,66.81,2,133.62
5500,8603,20,118,2235,30.67,1,30.67
5501,9374,30,114,6677,27.21,5,136.05
5502,10008,25,174,3590,44.82,4,179.28
5503,8765,16,122,6252,23.49,3,70.47
5504,3635,4,6,8737,93.82,3,281.46
5505,2157,9,94,3233,26.35,4,105.4
5506,2021,30,81,8069,28.5,5,142.5
