vehicle_id,customer_id,model_id,year,color,mileage
V001504,C02831,VM00004,2023,Salmon,195004
V001505,C01624,VM00011,2020,LightSteelBlue,66552
V001506,C01005,VM00002,2015,DeepSkyBlue,124339
V001507,C02041,VM00007,2021,CornflowerBlue,156985
V001508,C03480,VM00011,2016,LimeGreen,187168
V001509,C00019,VM00012,2022,GoldenRod,151130
V001510,C03811,VM00009,2021,OldLace,76600
V001511,C02805,VM00002,2011,SaddleBrown,75796
V001512,C01800,VM00006,2008,LightGray,10913
V001513,C00689,VM00008,2006,Tomato,189254
V001514,C00289,VM00004,2012,PeachPuff,152647
V001515,C02303,VM00007,2006,MintCream,130757
V001516,C01525,VM00007,2011,YellowGreen,21589
V001517,C00150,VM00005,2009,SlateGray,196741
V001518,C02298,VM00012,2014,LightCoral,186351
V001519,C00524,VM00001,2011,MediumOrchid,45185
V001520,C00561,VM00011,2009,SeaGreen,61485
V001521,C01611,VM00010,2022,LightGreen,22080
V001522,C00266,VM00012,2011,PaleVioletRed,109212
V001523,C01637,VM00007,2023,Fuchsia,182738
V001524,C01017,VM00009,2016,Navy,103939
V001525,C01257,VM00001,2013,RosyBrown,12837
V001526,C00189,VM00002,2009,SkyBlue,14741
V001527,C01408,VM00003,2018,PaleVioletRed,135396
V001528,C01155,VM00001,2007,DarkOrchid,118374
V001529,C01597,VM00001,2022,CadetBlue,127080
V001530,C01171,VM00004,2013,BurlyWood,113114
V001531,C02506,VM00010,2013,LightYellow,50881
V001532,C02079,VM00001,2017,Salmon,8478
V001533,C03987,VM00009,2010,Turquoise,156194
V001534,C01339,VM00011,2017,Wheat,16543
V001535,C02519,VM00002,2019,HoneyDew,177126
V001536,C00084,VM00012,2007,AliceBlue,21517
V001537,C03094,VM00010,2013,LemonChiffon,78616
V001538,C00459,VM00008,2018,Lime,191096
V001539,C01950,VM00012,2009,Salmon,78811
V001540,C01423,VM00001,2022,YellowGreen,193447
V001541,C03991,VM00011,2011,LightBlue,130611
V001542,C00699,VM00005,2007,BlueViolet,58136
V001543,C03361,VM00008,2013,DarkGoldenRod,75067
V001544,C01268,VM00007,2011,Crimson,11399
V001545,C00251,VM00006,2016,GhostWhite,180962
V001546,C02861,VM00010,2023,DarkGreen,76293
V001547,C00033,VM00006,2021,DarkRed,54301
V001548,C00296,VM00005,2010,LightPink,66556
V001549,C01861,VM00005,2018,GoldenRod,185794
V001550,C01500,VM00001,2009,RosyBrown,122437
V001551,C01484,VM00009,2015,SpringGreen,5510
V001552,C00101,VM00009,2018,GhostWhite,175441
V001553,C01200,VM00009,2017,DarkGoldenRod,16566
V001554,C02426,VM00009,2005,PaleTurquoise,152642
V001555,C02725,VM00006,2012,Ivory,119122
V001556,C00976,VM00001,2007,FireBrick,151523
V001557,C01334,VM00004,2013,Indigo,189273
V001558,C01843,VM00008,2008,Azure,133064
V001559,C02246,VM00003,2022,Chocolate,65691
V001560,C00472,VM00002,2008,AliceBlue,192582
V001561,C01182,VM00010,2022,LightBlue,199648
V001562,C00384,VM00004,2018,Cyan,17397
V001563,C00620,VM00001,2007,Azure,80108
V001564,C03921,VM00005,2015,RoyalBlue,100429
V001565,C01933,VM00002,2007,YellowGreen,28177
V001566,C03859,VM00009,2016,DarkOrange,161774
V001567,C01989,VM00001,2015,DarkSlateGray,101284
V001568,C00098,VM00009,2013,Maroon,124605
V001569,C00311,VM00011,2009,DarkSeaGreen,128856
V001570,C03438,VM00005,2012,Tan,147761
V001571,C03256,VM00009,2013,SeaGreen,47964
V001572,C03001,VM00003,2005,Olive,102849
V001573,C01478,VM00010,2008,Aqua,177648
V001574,C00982,VM00007,2017,LightSeaGreen,102326
V001575,C00793,VM00001,2012,Salmon,195368
V001576,C03929,VM00012,2017,DarkSlateGray,149447
V001577,C03598,VM00012,2008,ForestGreen,146758
V001578,C02134,VM00005,2008,Ivory,43193
V001579,C02028,VM00007,2010,DeepPink,89072
V001580,C02448,VM00003,2021,Indigo,197726
V001581,C03795,VM00001,2014,LavenderBlush,172592
V001582,C00554,VM00009,2023,LightBlue,95908
V001583,C02712,VM00008,2020,Tomato,111693
V001584,C02208,VM00004,2008,DodgerBlue,50603
V001585,C00978,VM00009,2021,OrangeRed,157099
V001586,C03444,VM00005,2016,MintCream,110324
V001587,C02402,VM00004,2023,LightBlue,102546
V001588,C00690,VM00003,2014,Pink,127548
V001589,C02434,VM00003,2022,GoldenRod,96078
V001590,C00510,VM00002,2013,DimGray,81663
V001591,C03721,VM00006,2008,Plum,43701
V001592,C00632,VM00007,2006,Ivory,181333
V001593,C03374,VM00004,2010,GoldenRod,134633
V001594,C00987,VM00005,2015,Yellow,182133
V001595,C02058,VM00004,2017,RosyBrown,147152
V001596,C02753,VM00010,2010,MediumSpringGreen,111909
V001597,C00507,VM00012,2016,DeepPink,99458
V001598,C03006,VM00008,2022,HotPink,118170
V001599,C03691,VM00007,2022,SpringGreen,27661
V001600,C00330,VM00009,2017,PeachPuff,162850
V001601,C02687,VM00003,2020,PaleGreen,71374
V001602,C02267,VM00011,2023,OrangeRed,41081
V001603,C03925,VM00006,2009,Coral,92242
V001604,C02009,VM00003,2013,LightSteelBlue,99022
V001605,C01139,VM00004,2005,Gold,174204
V001606,C03650,VM00009,2021,Aqua,127304
V001607,C02674,VM00002,2009,DarkViolet,123166
V001608,C03260,VM00006,2009,PapayaWhip,146351
V001609,C00186,VM00005,2009,Sienna,183346
V001610,C00227,VM00008,2017,Brown,48064
V001611,C03207,VM00005,2023,DarkCyan,16208
V001612,C02031,VM00004,2013,LightCyan,95034
V001613,C01033,VM00012,2006,Azure,137737
V001614,C00916,VM00003,2016,PaleGreen,168856
V001615,C03088,VM00011,2012,Linen,43024
V001616,C00588,VM00010,2018,DarkCyan,161969
V001617,C01584,VM00010,2019,DarkViolet,94561
V001618,C00674,VM00006,2010,Cyan,146613
V001619,C02198,VM00006,2019,PaleGoldenRod,170857
V001620,C03695,VM00008,2016,MediumSeaGreen,46793
V001621,C02978,VM00006,2019,DarkTurquoise,155390
V001622,C02582,VM00006,2021,Navy,41574
V001623,C01035,VM00004,2014,SeaGreen,58952
V001624,C00869,VM00009,2013,Tan,186722
V001625,C00685,VM00004,2018,LightSteelBlue,108900
V001626,C03929,VM00006,2021,Chartreuse,26428
V001627,C00917,VM00001,2012,YellowGreen,114832
V001628,C02706,VM00007,2014,DarkOliveGreen,34328
V001629,C01993,VM00006,2007,Beige,136434
V001630,C01575,VM00012,2014,SkyBlue,147605
V001631,C00170,VM00005,2018,DeepSkyBlue,16004
V001632,C03921,VM00002,2015,Chocolate,141201
V001633,C02977,VM00004,2007,Orange,32214
V001634,C02586,VM00010,2007,Black,155854
V001635,C03484,VM00001,2007,NavajoWhite,6059
V001636,C00873,VM00008,2012,PeachPuff,71772
V001637,C01309,VM00011,2007,PapayaWhip,149296
V001638,C01545,VM00005,2010,Turquoise,179230
V001639,C01942,VM00005,2023,WhiteSmoke,48175
V001640,C03958,VM00004,2006,SaddleBrown,198910
V001641,C00568,VM00003,2007,Wheat,64449
V001642,C02429,VM00010,2014,DarkViolet,184309
V001643,C01144,VM00008,2022,MidnightBlue,191057
V001644,C01121,VM00010,2020,DarkSeaGreen,92791
V001645,C03708,VM00003,2005,LightSalmon,133235
V001646,C00597,VM00012,2018,Cornsilk,35650
V001647,C01171,VM00001,2021,Wheat,90324
V001648,C03355,VM00003,2009,Navy,196851
V001649,C01972,VM00003,2020,DeepPink,102864
V001650,C00706,VM00003,2020,LemonChiffon,148773
V001651,C03514,VM00002,2021,OldLace,108536
V001652,C00567,VM00003,2022,Turquoise,142133
V001653,C00645,VM00004,2008,DarkViolet,177200
V001654,C03698,VM00011,2017,LavenderBlush,107970
V001655,C01736,VM00012,2005,YellowGreen,62428
V001656,C01174,VM00008,2011,LawnGreen,156262
V001657,C03819,VM00011,2005,Yellow,97047
V001658,C01962,VM00001,2018,Fuchsia,111954
V001659,C00612,VM00011,2022,Brown,185302
V001660,C02055,VM00004,2016,Khaki,32899
V001661,C03541,VM00003,2012,PaleGreen,64195
V001662,C01014,VM00011,2021,Thistle,172895
V001663,C02629,VM00011,2006,MediumSeaGreen,173795
V001664,C01004,VM00012,2019,HoneyDew,123922
V001665,C00899,VM00003,2010,Sienna,45816
V001666,C01249,VM00009,2021,CornflowerBlue,186912
V001667,C03059,VM00009,2012,Azure,54369
V001668,C00967,VM00009,2010,Linen,192748
V001669,C00650,VM00010,2007,Peru,5156
V001670,C02592,VM00012,2016,MediumAquaMarine,137254
V001671,C01552,VM00008,2009,SteelBlue,33259
V001672,C00181,VM00001,2021,LightCyan,134814
V001673,C03168,VM00011,2016,IndianRed,42841
V001674,C03629,VM00003,2006,LightSeaGreen,23928
V001675,C03786,VM00011,2018,Teal,187173
V001676,C02812,VM00012,2020,Lavender,85361
V001677,C02754,VM00007,2017,BlanchedAlmond,68395
V001678,C00889,VM00001,2010,Gray,111461
V001679,C00739,VM00001,2016,MediumSpringGreen,84392
V001680,C00558,VM00011,2008,Navy,59852
V001681,C00615,VM00006,2015,Aquamarine,147073
V001682,C02698,VM00003,2012,MediumAquaMarine,172313
V001683,C01825,VM00001,2022,SandyBrown,30319
V001684,C01353,VM00007,2008,LightSlateGray,55071
V001685,C01538,VM00002,2014,Turquoise,11161
V001686,C00411,VM00001,2014,Maroon,9251
V001687,C02044,VM00009,2020,Maroon,13152
V001688,C02665,VM00005,2014,LavenderBlush,82538
V001689,C03644,VM00002,2013,ForestGreen,36739
V001690,C03786,VM00001,2011,Black,59286
V001691,C03821,VM00007,2005,Crimson,53683
V001692,C01450,VM00010,2023,Chocolate,183384
V001693,C02162,VM00011,2017,LemonChiffon,23700
V001694,C00878,VM00012,2011,Crimson,22569
V001695,C01251,VM00008,2014,Olive,71436
V001696,C02793,VM00008,2021,LightSalmon,123646
V001697,C01115,VM00011,2006,Lime,36182
V001698,C02751,VM00011,2019,DeepSkyBlue,115603
V001699,C03716,VM00008,2020,WhiteSmoke,98720
V001700,C00294,VM00006,2006,DarkSeaGreen,178430
V001701,C03359,VM00004,2016,White,110644
V001702,C01870,VM00003,2005,GoldenRod,7770
V001703,C00897,VM00004,2019,DarkOliveGreen,187928
V001704,C00104,VM00009,2015,Brown,161646
V001705,C02553,VM00007,2014,LightSteelBlue,83699
V001706,C03329,VM00004,2016,RoyalBlue,94959
V001707,C03298,VM00011,2008,Plum,106645
V001708,C02078,VM00011,2005,Indigo,103281
V001709,C03285,VM00008,2016,PowderBlue,59643
V001710,C03584,VM00008,2010,IndianRed,84635
V001711,C02849,VM00004,2017,LawnGreen,117334
V001712,C00343,VM00007,2016,Black,167334
V001713,C02994,VM00012,2005,ForestGreen,159583
V001714,C03248,VM00005,2008,LimeGreen,130420
V001715,C02112,VM00003,2018,Crimson,171519
V001716,C03079,VM00002,2020,DarkCyan,166166
V001717,C00342,VM00008,2011,Peru,160539
V001718,C02943,VM00009,2007,Navy,15977
V001719,C03047,VM00006,2021,Orchid,183026
V001720,C02353,VM00012,2021,Moccasin,133800
V001721,C02907,VM00011,2009,Tomato,13262
V001722,C03840,VM00008,2018,Violet,136070
V001723,C00588,VM00003,2008,AliceBlue,88789
V001724,C01184,VM00003,2020,MediumBlue,97142
V001725,C02997,VM00009,2005,LightPink,13137
V001726,C03728,VM00012,2009,Black,72051
V001727,C03537,VM00011,2013,DarkBlue,188666
V001728,C02702,VM00001,2012,DarkGray,129150
V001729,C00583,VM00012,2020,Green,105599
V001730,C01147,VM00005,2017,GoldenRod,146300
V001731,C00449,VM00012,2016,Chocolate,30691
V001732,C03328,VM00012,2014,Fuchsia,115808
V001733,C03481,VM00004,2016,DarkKhaki,185510
V001734,C00699,VM00007,2018,PaleGoldenRod,158911
V001735,C02456,VM00010,2010,BlueViolet,167590
V001736,C01792,VM00002,2022,MediumSlateBlue,97026
V001737,C00928,VM00008,2013,DarkBlue,184528
V001738,C01460,VM00012,2008,RoyalBlue,133531
V001739,C03321,VM00005,2019,WhiteSmoke,12163
V001740,C02468,VM00003,2019,Cornsilk,104606
V001741,C02017,VM00012,2010,SaddleBrown,15137
V001742,C01518,VM00004,2009,LightSlateGray,132781
V001743,C00660,VM00009,2016,Coral,27761
V001744,C00563,VM00001,2018,Gold,129484
V001745,C02101,VM00011,2005,Maroon,71101
V001746,C02851,VM00009,2016,PaleTurquoise,147536
V001747,C02082,VM00007,2011,Moccasin,29130
V001748,C00934,VM00010,2008,Lavender,26748
V001749,C00611,VM00002,2011,DarkOliveGreen,69327
V001750,C00128,VM00010,2014,Cornsilk,194865
V001751,C03117,VM00002,2006,LightYellow,192592
V001752,C02538,VM00009,2009,LightSteelBlue,170491
V001753,C00903,VM00001,2017,SeaShell,29643
V001754,C02412,VM00010,2018,RosyBrown,124193
V001755,C02008,VM00009,2015,RoyalBlue,104575
V001756,C03148,VM00002,2006,Aquamarine,93442
V001757,C01073,VM00008,2010,Violet,68275
V001758,C02531,VM00005,2011,Beige,163232
V001759,C02242,VM00006,2020,GoldenRod,128018
V001760,C00148,VM00006,2013,HoneyDew,14002
V001761,C03350,VM00012,2008,LightSlateGray,89639
V001762,C00109,VM00003,2018,MistyRose,86215
V001763,C03365,VM00012,2020,LightCoral,149867
V001764,C03232,VM00008,2022,DarkCyan,189559
V001765,C02483,VM00006,2020,Tan,123279
V001766,C00722,VM00011,2009,Cyan,61768
V001767,C02503,VM00004,2015,Lavender,165882
V001768,C00945,VM00008,2017,LimeGreen,112638
V001769,C01670,VM00001,2021,PowderBlue,29891
V001770,C01814,VM00001,2017,DarkGoldenRod,7698
V001771,C01798,VM00005,2009,GreenYellow,184260
V001772,C02186,VM00002,2008,Fuchsia,38655
V001773,C01507,VM00001,2008,DarkViolet,160563
V001774,C03402,VM00003,2005,OldLace,182010
V001775,C00340,VM00012,2009,PapayaWhip,12401
V001776,C01129,VM00004,2009,ForestGreen,137722
V001777,C03848,VM00004,2016,White,121504
V001778,C01432,VM00007,2021,OldLace,23114
V001779,C01408,VM00003,2005,Moccasin,136615
V001780,C01105,VM00009,2012,BlueViolet,52509
V001781,C03155,VM00007,2006,MediumVioletRed,126419
V001782,C03012,VM00005,2015,MistyRose,77021
V001783,C02434,VM00002,2018,MediumPurple,187748
V001784,C01277,VM00002,2005,SpringGreen,153124
V001785,C01164,VM00007,2018,Cyan,106758
V001786,C01120,VM00010,2020,LightGray,145420
V001787,C03004,VM00003,2014,DarkGray,176364
V001788,C01254,VM00008,2014,Lavender,194879
V001789,C00578,VM00008,2020,Azure,17770
V001790,C03216,VM00011,2007,Thistle,71375
V001791,C02460,VM00001,2018,Teal,158527
V001792,C03702,VM00004,2012,White,35846
V001793,C02646,VM00009,2009,Turquoise,188033
V001794,C01898,VM00010,2021,GreenYellow,140459
V001795,C03775,VM00004,2010,MediumTurquoise,133738
V001796,C00912,VM00011,2012,CadetBlue,50591
V001797,C02004,VM00012,2013,AntiqueWhite,123417
V001798,C00602,VM00002,2008,Orange,81910
V001799,C01755,VM00011,2013,MidnightBlue,47662
V001800,C02303,VM00004,2012,Tomato,15437
V001801,C00771,VM00012,2018,Gray,81096
V001802,C00671,VM00011,2011,LightGray,162580
V001803,C03245,VM00007,2020,SlateGray,91878
V001804,C00947,VM00011,2008,MintCream,116865
V001805,C00837,VM00005,2021,PaleGoldenRod,33750
V001806,C03994,VM00010,2010,PowderBlue,185042
V001807,C03282,VM00001,2011,Cyan,45578
V001808,C01040,VM00004,2023,Chocolate,25138
V001809,C02184,VM00007,2009,Teal,57198
V001810,C00874,VM00012,2012,Magenta,131391
V001811,C00831,VM00006,2008,SpringGreen,132466
V001812,C01988,VM00008,2009,DarkBlue,70285
V001813,C02759,VM00002,2017,Cyan,6492
V001814,C01446,VM00007,2006,SeaGreen,106529
V001815,C01524,VM00009,2013,Cornsilk,176408
V001816,C02825,VM00009,2011,SeaGreen,51302
V001817,C01833,VM00010,2009,HotPink,103754
V001818,C02613,VM00008,2018,PeachPuff,16501
V001819,C02592,VM00003,2005,Blue,84240
V001820,C03480,VM00010,2011,GhostWhite,52887
V001821,C03367,VM00011,2007,Fuchsia,63568
V001822,C03548,VM00004,2006,MediumSeaGreen,94147
V001823,C00897,VM00002,2017,LightCoral,184053
V001824,C02018,VM00010,2018,Chocolate,157979
V001825,C02218,VM00001,2021,LightSalmon,134329
V001826,C01394,VM00002,2014,Violet,64960
V001827,C00379,VM00001,2012,Chocolate,192125
V001828,C00950,VM00002,2012,ForestGreen,121566
V001829,C03970,VM00009,2015,Bisque,188705
V001830,C02434,VM00006,2018,MediumPurple,35432
V001831,C00803,VM00006,2020,Green,31617
V001832,C03692,VM00005,2006,Magenta,48105
V001833,C00313,VM00001,2021,DarkKhaki,41491
V001834,C00439,VM00006,2018,OldLace,39602
V001835,C03544,VM00008,2006,CornflowerBlue,199079
V001836,C03722,VM00005,2014,CadetBlue,163651
V001837,C03993,VM00005,2008,LightPink,152526
V001838,C01595,VM00009,2013,LightSkyBlue,11207
V001839,C01352,VM00008,2016,Thistle,119844
V001840,C00884,VM00001,2013,HoneyDew,135061
V001841,C00467,VM00004,2016,SandyBrown,101121
V001842,C00595,VM00009,2018,Blue,188217
V001843,C03523,VM00002,2012,Coral,117714
V001844,C03758,VM00012,2015,HotPink,10383
V001845,C01721,VM00008,2006,DarkSalmon,190705
V001846,C01034,VM00002,2010,GhostWhite,142671
V001847,C01419,VM00008,2006,SeaGreen,186878
V001848,C03843,VM00005,2005,Aqua,101544
V001849,C01562,VM00008,2006,GoldenRod,171417
V001850,C02846,VM00005,2015,Lavender,147471
V001851,C03041,VM00010,2011,LightSlateGray,32873
V001852,C02521,VM00001,2014,DeepPink,114739
V001853,C01550,VM00008,2020,Aquamarine,129166
V001854,C01822,VM00010,2013,Plum,13791
V001855,C03729,VM00003,2008,Bisque,78112
V001856,C01442,VM00004,2018,DarkGreen,119371
V001857,C03438,VM00003,2010,GhostWhite,151088
V001858,C01816,VM00009,2013,Beige,189037
V001859,C00144,VM00006,2020,Bisque,115691
V001860,C01452,VM00004,2016,DarkSeaGreen,22547
V001861,C01957,VM00004,2015,Beige,22085
V001862,C00439,VM00008,2014,MediumBlue,27870
V001863,C03364,VM00004,2008,WhiteSmoke,73885
V001864,C03554,VM00007,2008,IndianRed,179247
V001865,C01962,VM00003,2005,LightSlateGray,98753
V001866,C00384,VM00004,2022,DeepSkyBlue,129420
V001867,C01482,VM00001,2009,DarkKhaki,110205
V001868,C02549,VM00012,2015,LightCoral,137936
V001869,C02645,VM00006,2016,PaleGreen,68761
V001870,C00356,VM00008,2016,LightSkyBlue,41051
V001871,C02672,VM00007,2023,CornflowerBlue,36722
V001872,C02212,VM00003,2021,FireBrick,11320
V001873,C00914,VM00012,2016,Gainsboro,47466
V001874,C03721,VM00001,2012,Cyan,27643
V001875,C00943,VM00012,2013,Chartreuse,154532
V001876,C03233,VM00008,2011,PaleGoldenRod,53966
V001877,C03699,VM00003,2023,Ivory,179231
V001878,C00928,VM00007,2017,DarkOrange,56515
V001879,C00952,VM00007,2007,PaleTurquoise,121942
V001880,C01500,VM00010,2008,LemonChiffon,177978
V001881,C01620,VM00004,2009,SkyBlue,148109
V001882,C00684,VM00002,2008,Moccasin,102862
V001883,C03164,VM00009,2006,LightSeaGreen,151110
V001884,C02590,VM00012,2023,DeepPink,73945
V001885,C02677,VM00006,2011,MediumSeaGreen,130273
V001886,C03265,VM00009,2011,LemonChiffon,22516
V001887,C01524,VM00006,2019,DarkOrange,177035
V001888,C01380,VM00003,2008,SkyBlue,53630
V001889,C00071,VM00012,2007,BurlyWood,157599
V001890,C00502,VM00011,2022,Wheat,113332
V001891,C00844,VM00002,2015,LightSteelBlue,35369
V001892,C01374,VM00009,2014,Moccasin,151713
V001893,C03123,VM00007,2020,DarkGray,15421
V001894,C02258,VM00003,2011,DeepSkyBlue,65882
V001895,C01250,VM00006,2022,MediumAquaMarine,58070
V001896,C00464,VM00004,2009,DarkOliveGreen,43636
V001897,C03117,VM00010,2006,CornflowerBlue,83733
V001898,C03174,VM00006,2009,LightSlateGray,39921
V001899,C00226,VM00007,2011,LightGoldenRodYellow,188887
V001900,C02896,VM00004,2018,Linen,107422
V001901,C02992,VM00010,2022,PaleVioletRed,7934
V001902,C00995,VM00005,2013,Green,102480
V001903,C02985,VM00011,2022,White,20727
V001904,C01067,VM00009,2016,NavajoWhite,138744
V001905,C00341,VM00008,2016,HoneyDew,8189
V001906,C00320,VM00005,2019,Orange,34557
V001907,C03668,VM00003,2008,Aquamarine,142511
V001908,C00955,VM00003,2018,OliveDrab,179564
V001909,C01807,VM00005,2007,DarkTurquoise,74700
V001910,C00789,VM00004,2020,PowderBlue,158504
V001911,C03367,VM00012,2018,PeachPuff,144072
V001912,C02712,VM00005,2021,FloralWhite,7321
V001913,C00569,VM00010,2021,DimGray,84519
V001914,C00097,VM00001,2005,MediumAquaMarine,40929
V001915,C03829,VM00010,2010,Aquamarine,88762
V001916,C02711,VM00004,2013,Black,68878
V001917,C02602,VM00005,2009,DarkOliveGreen,130931
V001918,C02684,VM00003,2014,MediumAquaMarine,60983
V001919,C00525,VM00007,2006,DarkSeaGreen,54457
V001920,C00542,VM00010,2023,DarkGray,179073
V001921,C00132,VM00003,2006,Thistle,129455
V001922,C00341,VM00007,2011,DarkMagenta,130377
V001923,C03999,VM00004,2017,Gainsboro,130497
V001924,C03862,VM00005,2020,MediumSpringGreen,61130
V001925,C01865,VM00005,2022,LightYellow,30964
V001926,C00936,VM00005,2021,Navy,50198
V001927,C03948,VM00009,2007,LightGreen,106674
V001928,C03355,VM00004,2010,OldLace,149974
V001929,C02213,VM00001,2019,DarkOrange,171041
V001930,C00717,VM00005,2021,LightPink,169372
V001931,C03482,VM00002,2017,Black,146925
V001932,C00517,VM00001,2022,LightPink,23590
V001933,C02584,VM00006,2017,Turquoise,43302
V001934,C01762,VM00005,2017,LightPink,179871
V001935,C03174,VM00006,2013,DarkGreen,38280
V001936,C03973,VM00011,2011,MintCream,138658
V001937,C00162,VM00009,2010,Gray,43116
V001938,C03940,VM00010,2005,AntiqueWhite,22824
V001939,C03274,VM00007,2010,Aquamarine,130223
V001940,C01626,VM00001,2023,GoldenRod,139580
V001941,C02208,VM00002,2011,LemonChiffon,24029
V001942,C01614,VM00010,2023,SlateGray,153414
V001943,C02579,VM00004,2005,PapayaWhip,48183
V001944,C03569,VM00011,2021,DarkSlateBlue,69767
V001945,C02279,VM00008,2019,LightPink,169348
V001946,C02850,VM00008,2021,LightSlateGray,113398
V001947,C03054,VM00003,2021,Moccasin,169003
V001948,C02633,VM00009,2013,Bisque,99823
V001949,C01696,VM00007,2014,PaleGoldenRod,64072
V001950,C01726,VM00008,2012,MediumOrchid,73804
V001951,C00944,VM00006,2014,Thistle,111533
V001952,C00004,VM00011,2013,Violet,20642
V001953,C03073,VM00007,2022,SpringGreen,118212
V001954,C01969,VM00007,2008,SeaShell,16248
V001955,C00068,VM00012,2010,DarkSeaGreen,89013
V001956,C02559,VM00009,2012,GhostWhite,108449
V001957,C02550,VM00001,2006,LightYellow,12252
V001958,C03980,VM00008,2022,DarkViolet,55490
V001959,C01693,VM00004,2012,Ivory,181070
V001960,C03305,VM00005,2014,GoldenRod,195446
V001961,C01163,VM00006,2006,SaddleBrown,102958
V001962,C02228,VM00012,2009,Turquoise,107439
V001963,C03940,VM00012,2013,CadetBlue,122919
V001964,C02212,VM00012,2009,FloralWhite,163973
V001965,C01670,VM00008,2013,Lavender,63909
V001966,C03287,VM00002,2006,Brown,38377
V001967,C00936,VM00001,2012,BlanchedAlmond,130662
V001968,C03779,VM00008,2011,Gray,166191
V001969,C02437,VM00002,2022,MidnightBlue,138574
V001970,C03069,VM00008,2008,DarkGray,111569
V001971,C02501,VM00009,2005,LightCoral,174355
V001972,C02088,VM00001,2016,Bisque,171551
V001973,C03503,VM00007,2016,SpringGreen,46231
V001974,C01856,VM00006,2015,Thistle,68265
V001975,C01282,VM00006,2007,White,162018
V001976,C03909,VM00001,2022,OrangeRed,141644
V001977,C01759,VM00003,2013,WhiteSmoke,80399
V001978,C02297,VM00007,2009,DarkMagenta,135320
V001979,C03879,VM00005,2018,LightCoral,24675
V001980,C00404,VM00008,2014,DarkMagenta,118440
V001981,C02360,VM00003,2015,Beige,162239
V001982,C00693,VM00003,2006,Turquoise,13103
V001983,C02560,VM00004,2005,Tomato,114397
V001984,C02332,VM00002,2016,PeachPuff,22389
V001985,C03118,VM00005,2012,Tomato,152242
V001986,C01360,VM00007,2013,Sienna,27240
V001987,C02352,VM00011,2010,DarkSlateBlue,189673
V001988,C03201,VM00005,2013,GreenYellow,43158
V001989,C03939,VM00003,2005,Bisque,173139
V001990,C00332,VM00001,2022,LimeGreen,15472
V001991,C00354,VM00003,2023,LightCoral,101867
V001992,C03974,VM00001,2008,GhostWhite,77715
V001993,C00074,VM00008,2017,Salmon,108092
V001994,C00528,VM00007,2013,SkyBlue,78618
V001995,C02533,VM00006,2022,DarkSlateGray,126767
V001996,C03834,VM00008,2011,Coral,175437
V001997,C02153,VM00010,2019,SteelBlue,94517
V001998,C01251,VM00007,2012,HotPink,84559
V001999,C02384,VM00007,2015,Orchid,145323
V002000,C02662,VM00008,2013,SaddleBrown,163674
V002001,C00851,VM00006,2011,LavenderBlush,90744
V002002,C02155,VM00009,2023,Salmon,85777
V002003,C03525,VM00002,2017,DarkRed,128184
V002004,C00779,VM00012,2009,Lavender,139070
V002005,C01311,VM00004,2019,Tan,132870
V002006,C00059,VM00005,2012,Moccasin,106212
V002007,C03341,VM00004,2018,WhiteSmoke,185473
V002008,C02329,VM00005,2016,DarkViolet,159549
V002009,C01003,VM00012,2009,MediumPurple,187255
V002010,C00600,VM00005,2020,Silver,151849
V002011,C03825,VM00008,2007,Pink,183830
V002012,C01816,VM00008,2020,DarkGreen,163650
V002013,C01512,VM00012,2010,BlueViolet,162113
V002014,C00780,VM00007,2019,MediumPurple,178279
V002015,C00527,VM00012,2010,WhiteSmoke,155467
V002016,C02531,VM00003,2010,Violet,40983
V002017,C02946,VM00004,2011,Fuchsia,128031
V002018,C01592,VM00007,2023,Cornsilk,93362
V002019,C02485,VM00012,2020,Green,28851
V002020,C01188,VM00012,2010,PeachPuff,186252
V002021,C03475,VM00010,2014,LightSalmon,133365
V002022,C02051,VM00007,2005,LightSeaGreen,94760
V002023,C03049,VM00007,2014,DarkBlue,144654
V002024,C01624,VM00011,2010,Gainsboro,140527
V002025,C00783,VM00004,2010,LightGoldenRodYellow,166576
V002026,C03575,VM00008,2017,LightYellow,170508
V002027,C02815,VM00009,2011,Teal,21497
V002028,C02706,VM00007,2007,Purple,70953
V002029,C00515,VM00002,2009,GhostWhite,169920
V002030,C00227,VM00003,2007,White,75310
V002031,C02855,VM00001,2018,Turquoise,76106
V002032,C03793,VM00005,2012,Plum,80745
V002033,C00335,VM00006,2019,DarkOrchid,160827
V002034,C03457,VM00010,2017,DarkOrchid,139615
V002035,C00994,VM00008,2008,Lime,64727
V002036,C02973,VM00008,2021,DarkRed,87064
V002037,C03844,VM00007,2009,DarkOrchid,89977
V002038,C03097,VM00008,2005,MediumVioletRed,67761
V002039,C00054,VM00012,2008,Chocolate,153377
V002040,C03472,VM00011,2017,DarkSeaGreen,55139
V002041,C01624,VM00005,2017,SpringGreen,96360
V002042,C03428,VM00001,2005,DarkGray,85307
V002043,C01323,VM00005,2008,DarkMagenta,55291
V002044,C03197,VM00010,2005,LightSalmon,92817
V002045,C00808,VM00006,2006,SteelBlue,140704
V002046,C00826,VM00001,2009,LightYellow,182235
V002047,C00704,VM00007,2012,NavajoWhite,112882
V002048,C00972,VM00011,2007,Coral,78012
V002049,C02460,VM00010,2013,Peru,74182
V002050,C02831,VM00003,2009,Cyan,161699
V002051,C03896,VM00006,2005,LightYellow,116109
