request_id,vehicle_id,service_type_id,mechanic_id,customer_id,charge_per_hour,total_payment
SR02160,V001648,ST00005,M00089,C02293,91.58,91.58
SR02161,V004327,ST00006,M00017,C02376,72.35,144.7
SR02162,V005063,ST00006,M00041,C01293,79.06,158.12
SR02163,V005326,ST00006,M00029,C01528,95.39,190.78
SR02164,V004609,ST00003,M00093,C03797,67.59,67.59
SR02165,V004731,ST00006,M00007,C01801,88.85,177.7
SR02166,V003373,ST00007,M00041,C00328,34.66,138.64
SR02167,V004170,ST00003,M00067,C02785,71.17,71.17
SR02168,V000089,ST00004,M00095,C01913,52.02,156.06
SR02169,V000847,ST00001,M00091,C02672,36.49,72.98
SR02170,V001514,ST00003,M00012,C02448,87.41,87.41
SR02171,V005820,ST00005,M00025,C02849,59.0,59.0
SR02172,V003452,ST00004,M00042,C01248,79.71,239.13
SR02173,V003090,ST00007,M00048,C00971,28.44,113.76
SR02174,V004671,ST00004,M00015,C01687,85.37,256.11
SR02175,V005914,ST00006,M00024,C01386,32.65,65.3
SR02176,V005022,ST00005,M00085,C01339,48.97,48.97
SR02177,V001579,ST00005,M00054,C00906,77.55,77.55
SR02178,V000444,ST00001,M00085,C00562,59.16,118.32
SR02179,V000278,ST00007,M00036,C01001,22.56,90.24
SR02180,V002624,ST00003,M00001,C00612,37.67,37.67
SR02181,V002551,ST00005,M00004,C01818,27.6,27.6
SR02182,V003655,ST00005,M00072,C03877,85.13,85.13
SR02183,V003300,ST00002,M00077,C00938,25.0,25.0
SR02184,V002291,ST00003,M00093,C00799,48.08,48.08
SR02185,V001383,ST00001,M00026,C01874,59.24,118.48
SR02186,V002359,ST00003,M00072,C02457,73.36,73.36
SR02187,V005064,ST00004,M00085,C00495,49.19,147.57
SR02188,V002229,ST00001,M00058,C02174,35.69,71.38
SR02189,V002515,ST00004,M00045,C00046,31.37,94.11
SR02190,V001163,ST00001,M00042,C03992,43.52,87.04
SR02191,V004607,ST00004,M00080,C00746,65.05,195.15
SR02192,V001461,ST00001,M00071,C01404,34.11,68.22
SR02193,V004425,ST00002,M00081,C03386,46.95,46.95
SR02194,V000741,ST00002,M00100,C00183,47.18,47.18
SR02195,V004215,ST00004,M00051,C02578,66.33,198.99
SR02196,V001571,ST00007,M00070,C03540,44.92,179.68
SR02197,V001267,ST00001,M00008,C00537,64.26,128.52
SR02198,V002764,ST00003,M00051,C02996,90.87,90.87
SR02199,V002978,ST00007,M00088,C02731,58.05,232.2
SR02200,V000675,ST00004,M00052,C03939,56.61,169.83
SR02201,V001297,ST00001,M00055,C00629,25.48,50.96
SR02202,V003076,ST00001,M00099,C01753,45.89,91.78
SR02203,V003239,ST00005,M00036,C01621,74.73,74.73
SR02204,V005993,ST00003,M00026,C01495,68.69,68.69
SR02205,V004867,ST00004,M00004,C00579,47.88,143.64
SR02206,V000538,ST00002,M00055,C02212,75.7,75.7
SR02207,V003968,ST00006,M00058,C02665,61.08,122.16
SR02208,V005311,ST00001,M00025,C03461,66.76,133.52
SR02209,V004397,ST00004,M00067,C03198,93.04,279.12
SR02210,V001491,ST00005,M00063,C00697,93.12,93.12
SR02211,V003596,ST00001,M00041,C03293,82.68,165.36
SR02212,V001288,ST00004,M00006,C01649,42.29,126.87
SR02213,V004962,ST00006,M00020,C01170,91.73,183.46
SR02214,V003757,ST00007,M00062,C03539,82.09,328.36
SR02215,V001518,ST00006,M00070,C02240,33.93,67.86
SR02216,V000922,ST00004,M00057,C00421,54.66,163.98
SR02217,V001960,ST00006,M00083,C01021,77.73,155.46
SR02218,V003554,ST00001,M00025,C02698,58.71,117.42
SR02219,V005044,ST00002,M00050,C00486,68.87,68.87
SR02220,V005659,ST00001,M00021,C00633,82.88,165.76
SR02221,V000182,ST00002,M00098,C03416,35.93,35.93
SR02222,V004563,ST00001,M00013,C00606,82.3,164.6
SR02223,V003229,ST00007,M00071,C01048,88.45,353.8
SR02224,V003507,ST00002,M00038,C00892,54.44,54.44
SR02225,V000159,ST00007,M00066,C00061,81.38,325.52
SR02226,V001380,ST00005,M00010,C03084,20.02,20.02
SR02227,V001058,ST00005,M00058,C03939,67.96,67.96
SR02228,V004802,ST00007,M00059,C02583,31.3,125.2
SR02229,V003296,ST00005,M00033,C01077,63.95,63.95
SR02230,V001875,ST00004,M00043,C02368,72.87,218.61
SR02231,V000608,ST00003,M00041,C02869,72.9,72.9
SR02232,V003363,ST00004,M00068,C02622,76.29,228.87
SR02233,V002914,ST00006,M00038,C01565,64.67,129.34
SR02234,V000394,ST00004,M00072,C02076,32.25,96.75
SR02235,V000960,ST00007,M00095,C01282,75.57,302.28
SR02236,V005832,ST00005,M00076,C01771,58.51,58.51
SR02237,V001480,ST00002,M00016,C03846,28.23,28.23
SR02238,V002254,ST00003,M00011,C02774,37.78,37.78
SR02239,V000489,ST00001,M00054,C01218,72.58,145.16
SR02240,V002424,ST00006,M00049,C02578,83.21,166.42
SR02241,V005446,ST00004,M00014,C01154,23.77,71.31
SR02242,V000082,ST00001,M00062,C02746,67.19,134.38
SR02243,V005556,ST00002,M00031,C02909,88.91,88.91
SR02244,V001712,ST00006,M00084,C00349,79.89,159.78
SR02245,V002557,ST00007,M00036,C02894,48.3,193.2
SR02246,V000794,ST00007,M00090,C00770,86.15,344.6
SR02247,V003933,ST00002,M00097,C00536,50.04,50.04
SR02248,V003422,ST00003,M00064,C03345,67.42,67.42
SR02249,V000034,ST00007,M00038,C00713,74.73,298.92
SR02250,V005447,ST00004,M00023,C02974,71.33,213.99
SR02251,V005514,ST00006,M00024,C03944,99.75,199.5
SR02252,V005054,ST00001,M00010,C00234,63.72,127.44
SR02253,V003999,ST00001,M00075,C03630,97.26,194.52
SR02254,V000936,ST00005,M00078,C03387,79.06,79.06
SR02255,V001643,ST00002,M00009,C03587,61.44,61.44
SR02256,V004096,ST00004,M00037,C01977,65.23,195.69
SR02257,V003911,ST00002,M00026,C00292,42.02,42.02
SR02258,V003935,ST00002,M00013,C00161,26.3,26.3
SR02259,V005108,ST00005,M00046,C02221,42.85,42.85
SR02260,V001775,ST00007,M00001,C03144,65.75,263.0
SR02261,V004258,ST00002,M00087,C01038,36.44,36.44
SR02262,V003103,ST00001,M00074,C00606,81.27,162.54
SR02263,V002439,ST00005,M00057,C01444,26.7,26.7
SR02264,V000181,ST00001,M00006,C01557,45.59,91.18
SR02265,V002145,ST00004,M00062,C01465,80.54,241.62
SR02266,V003815,ST00006,M00014,C02294,76.6,153.2
SR02267,V000251,ST00003,M00082,C02388,45.42,45.42
SR02268,V002226,ST00005,M00096,C03838,97.14,97.14
SR02269,V001241,ST00006,M00006,C00634,33.61,67.22
SR02270,V000355,ST00002,M00020,C03995,79.88,79.88
SR02271,V005410,ST00002,M00082,C02227,30.01,30.01
SR02272,V004454,ST00005,M00006,C01157,61.43,61.43
SR02273,V003472,ST00002,M00098,C03188,51.45,51.45
SR02274,V003312,ST00007,M00020,C02060,75.46,301.84
SR02275,V005907,ST00007,M00083,C03527,82.8,331.2
SR02276,V002434,ST00001,M00100,C02128,77.26,154.52
SR02277,V004044,ST00001,M00028,C02887,80.02,160.04
SR02278,V004352,ST00005,M00037,C00474,52.71,52.71
SR02279,V003430,ST00007,M00078,C03459,33.58,134.32
SR02280,V001545,ST00003,M00023,C03984,74.78,74.78
SR02281,V002981,ST00004,M00047,C01447,79.18,237.54
SR02282,V005725,ST00002,M00006,C02483,63.99,63.99
SR02283,V004863,ST00003,M00079,C00251,89.36,89.36
SR02284,V005621,ST00005,M00089,C03400,31.57,31.57
SR02285,V002197,ST00001,M00052,C01785,72.73,145.46
SR02286,V002042,ST00005,M00011,C02947,54.2,54.2
SR02287,V000113,ST00004,M00071,C00258,48.33,144.99
SR02288,V005756,ST00005,M00030,C02371,27.46,27.46
SR02289,V005706,ST00003,M00003,C00533,75.62,75.62
SR02290,V000623,ST00003,M00030,C02391,24.95,24.95
SR02291,V001218,ST00005,M00066,C02959,55.22,55.22
SR02292,V001061,ST00006,M00054,C00636,84.95,169.9
SR02293,V003176,ST00006,M00023,C03092,83.96,167.92
SR02294,V004952,ST00004,M00071,C00708,61.24,183.72
SR02295,V002466,ST00007,M00075,C00304,55.02,220.08
SR02296,V000966,ST00001,M00072,C03983,71.84,143.68
SR02297,V002658,ST00004,M00016,C01060,43.28,129.84
SR02298,V001999,ST00006,M00072,C00675,43.13,86.26
SR02299,V005391,ST00007,M00079,C01628,45.71,182.84
SR02300,V002649,ST00007,M00093,C01259,41.68,166.72
SR02301,V002060,ST00005,M00079,C02125,93.9,93.9
SR02302,V001624,ST00006,M00078,C01131,35.91,71.82
SR02303,V000998,ST00005,M00097,C02835,20.32,20.32
SR02304,V004133,ST00006,M00030,C01890,71.66,143.32
SR02305,V003859,ST00001,M00021,C02817,82.61,165.22
SR02306,V000105,ST00003,M00070,C03128,85.19,85.19
SR02307,V005295,ST00006,M00033,C01715,81.06,162.12
SR02308,V005307,ST00007,M00006,C01071,97.35,389.4
SR02309,V002841,ST00005,M00008,C00274,79.05,79.05
SR02310,V000330,ST00001,M00060,C01908,57.51,115.02
SR02311,V005087,ST00006,M00066,C03523,43.28,86.56
SR02312,V004503,ST00005,M00018,C00965,71.86,71.86
SR02313,V001329,ST00005,M00054,C00328,43.48,43.48
SR02314,V001201,ST00005,M00086,C03872,53.61,53.61
SR02315,V000535,ST00005,M00082,C01111,87.27,87.27
SR02316,V003332,ST00007,M00078,C00400,86.0,344.0
SR02317,V001137,ST00002,M00027,C03406,47.71,47.71
SR02318,V005926,ST00001,M00010,C00246,28.02,56.04
SR02319,V003071,ST00002,M00087,C02078,36.8,36.8
SR02320,V005087,ST00007,M00028,C02561,52.11,208.44
SR02321,V001819,ST00001,M00022,C02157,36.05,72.1
SR02322,V001422,ST00002,M00034,C03947,34.0,34.0
SR02323,V001482,ST00006,M00014,C02653,49.35,98.7
SR02324,V002251,ST00006,M00076,C01986,88.75,177.5
SR02325,V000072,ST00001,M00013,C02208,96.13,192.26
SR02326,V005788,ST00005,M00008,C00912,39.38,39.38
SR02327,V004265,ST00006,M00082,C03823,54.68,109.36
SR02328,V002415,ST00002,M00007,C01256,23.18,23.18
SR02329,V005200,ST00006,M00088,C01657,56.54,113.08
SR02330,V000135,ST00004,M00023,C03718,48.25,144.75
SR02331,V005314,ST00002,M00017,C00402,75.0,75.0
SR02332,V004080,ST00006,M00045,C02268,85.09,170.18
SR02333,V002414,ST00004,M00076,C02084,52.31,156.93
SR02334,V004704,ST00007,M00089,C01273,24.46,97.84
SR02335,V001631,ST00002,M00013,C01437,99.97,99.97
SR02336,V004349,ST00006,M00054,C00750,34.95,69.9
SR02337,V001991,ST00004,M00029,C01030,92.5,277.5
SR02338,V002171,ST00003,M00028,C00996,46.92,46.92
SR02339,V000656,ST00004,M00090,C01184,56.52,169.56
SR02340,V003335,ST00004,M00034,C02798,99.08,297.24
SR02341,V001148,ST00006,M00044,C02772,54.21,108.42
SR02342,V001987,ST00003,M00028,C01292,23.57,23.57
SR02343,V001193,ST00004,M00096,C03257,50.92,152.76
SR02344,V002625,ST00005,M00039,C00590,71.26,71.26
SR02345,V005297,ST00004,M00024,C01218,48.57,145.71
SR02346,V001089,ST00003,M00082,C03930,61.25,61.25
SR02347,V004177,ST00007,M00015,C00935,48.88,195.52
SR02348,V004094,ST00003,M00003,C03402,31.84,31.84
SR02349,V002264,ST00002,M00048,C01642,26.55,26.55
SR02350,V002526,ST00001,M00048,C02090,23.78,47.56
SR02351,V000211,ST00005,M00070,C00021,61.03,61.03
SR02352,V001149,ST00003,M00090,C00329,52.78,52.78
SR02353,V004665,ST00005,M00077,C02001,47.69,47.69
SR02354,V000921,ST00007,M00014,C03696,87.79,351.16
SR02355,V001612,ST00002,M00010,C03997,36.73,36.73
SR02356,V001727,ST00002,M00079,C00226,50.84,50.84
SR02357,V001115,ST00004,M00069,C02260,98.24,294.72
SR02358,V001244,ST00006,M00030,C00844,59.72,119.44
SR02359,V003921,ST00003,M00016,C02211,89.25,89.25
SR02360,V003466,ST00001,M00006,C01894,71.88,143.76
SR02361,V000168,ST00006,M00030,C03628,40.77,81.54
SR02362,V001696,ST00003,M00007,C03762,34.45,34.45
SR02363,V004803,ST00003,M00096,C02374,41.76,41.76
SR02364,V001477,ST00004,M00088,C01925,73.95,221.85
SR02365,V001009,ST00003,M00046,C03085,87.03,87.03
SR02366,V004610,ST00007,M00020,C00036,35.64,142.56
SR02367,V000848,ST00006,M00100,C00157,54.88,109.76
SR02368,V003365,ST00004,M00058,C03267,42.68,128.04
SR02369,V002678,ST00004,M00003,C01118,87.5,262.5
SR02370,V004101,ST00001,M00026,C02820,45.47,90.94
SR02371,V000310,ST00001,M00033,C00037,83.01,166.02
SR02372,V003183,ST00006,M00033,C02226,51.02,102.04
SR02373,V002114,ST00004,M00094,C03994,20.57,61.71
SR02374,V001748,ST00007,M00009,C01365,90.55,362.2
SR02375,V005126,ST00002,M00069,C00800,64.17,64.17
SR02376,V004194,ST00006,M00082,C00738,74.91,149.82
SR02377,V003042,ST00005,M00036,C00469,20.62,20.62
SR02378,V002718,ST00007,M00040,C03031,61.09,244.36
SR02379,V000517,ST00007,M00099,C01951,28.45,113.8
SR02380,V001138,ST00005,M00008,C01456,70.57,70.57
SR02381,V005025,ST00005,M00091,C01895,62.49,62.49
SR02382,V004767,ST00005,M00039,C01465,64.11,64.11
SR02383,V004154,ST00006,M00027,C00286,67.39,134.78
SR02384,V003476,ST00007,M00066,C01175,76.87,307.48
SR02385,V003306,ST00006,M00091,C03363,66.54,133.08
SR02386,V005755,ST00007,M00001,C02807,71.27,285.08
SR02387,V001934,ST00003,M00064,C01656,58.14,58.14
SR02388,V000922,ST00005,M00046,C02520,65.31,65.31
SR02389,V004234,ST00003,M00046,C01514,60.48,60.48
SR02390,V005593,ST00005,M00035,C01134,66.06,66.06
SR02391,V000248,ST00006,M00095,C01561,37.63,75.26
SR02392,V002646,ST00001,M00100,C00056,87.28,174.56
SR02393,V004166,ST00004,M00005,C02032,28.46,85.38
SR02394,V002005,ST00007,M00043,C01654,68.83,275.32
SR02395,V000069,ST00003,M00098,C02671,58.23,58.23
SR02396,V005029,ST00005,M00081,C03055,68.31,68.31
SR02397,V003699,ST00007,M00100,C02181,27.71,110.84
SR02398,V003201,ST00003,M00098,C00588,46.6,46.6
SR02399,V004789,ST00005,M00082,C00804,27.79,27.79
SR02400,V000238,ST00001,M00047,C00431,61.98,123.96
SR02401,V005397,ST00003,M00086,C02612,25.92,25.92
SR02402,V002427,ST00003,M00081,C03627,78.96,78.96
SR02403,V003078,ST00001,M00041,C01194,56.53,113.06
SR02404,V001640,ST00004,M00072,C03170,79.56,238.68
SR02405,V002589,ST00005,M00049,C01502,28.2,28.2
SR02406,V000190,ST00007,M00039,C01827,22.56,90.24
SR02407,V004080,ST00004,M00034,C01784,61.59,184.77
SR02408,V003882,ST00001,M00041,C00484,77.02,154.04
SR02409,V001906,ST00003,M00019,C03889,74.69,74.69
SR02410,V000896,ST00002,M00052,C00461,45.55,45.55
SR02411,V004486,ST00003,M00037,C00219,30.01,30.01
SR02412,V004394,ST00007,M00051,C00621,52.92,211.68
SR02413,V002768,ST00004,M00047,C00764,44.5,133.5
SR02414,V005090,ST00002,M00004,C01454,82.61,82.61
SR02415,V001933,ST00006,M00061,C00348,46.7,93.4
SR02416,V003833,ST00006,M00022,C01209,74.89,149.78
SR02417,V003764,ST00003,M00097,C01216,69.17,69.17
SR02418,V002964,ST00005,M00091,C01657,33.44,33.44
SR02419,V001966,ST00005,M00027,C01144,28.59,28.59
SR02420,V001787,ST00006,M00012,C02218,83.68,167.36
SR02421,V002879,ST00005,M00086,C01217,86.71,86.71
SR02422,V004875,ST00007,M00032,C03520,89.78,359.12
SR02423,V005482,ST00003,M00035,C03769,46.96,46.96
SR02424,V005686,ST00001,M00014,C00356,79.96,159.92
SR02425,V002112,ST00002,M00079,C00923,59.0,59.0
SR02426,V005220,ST00001,M00013,C03465,59.14,118.28
SR02427,V000365,ST00005,M00084,C03053,26.22,26.22
SR02428,V004670,ST00002,M00056,C00687,26.68,26.68
SR02429,V002582,ST00005,M00020,C01743,69.14,69.14
SR02430,V005361,ST00005,M00072,C02473,84.31,84.31
SR02431,V005358,ST00002,M00066,C01854,92.07,92.07
SR02432,V001999,ST00003,M00039,C02636,65.55,65.55
SR02433,V001584,ST00003,M00036,C00257,29.26,29.26
SR02434,V001390,ST00007,M00069,C01982,46.09,184.36
SR02435,V005284,ST00006,M00029,C03404,77.06,154.12
SR02436,V002178,ST00005,M00048,C02696,83.45,83.45
SR02437,V005566,ST00006,M00063,C02736,59.11,118.22
SR02438,V005139,ST00007,M00097,C02551,96.01,384.04
SR02439,V002030,ST00007,M00044,C03532,84.01,336.04
SR02440,V001615,ST00001,M00029,C03358,82.67,165.34
SR02441,V005896,ST00001,M00090,C00962,47.57,95.14
SR02442,V002683,ST00005,M00009,C00707,69.35,69.35
SR02443,V000157,ST00007,M00039,C03759,96.2,384.8
SR02444,V003222,ST00001,M00071,C02206,53.85,107.7
SR02445,V004718,ST00003,M00099,C03146,49.59,49.59
SR02446,V004311,ST00007,M00001,C01510,27.43,109.72
SR02447,V002378,ST00006,M00068,C02104,61.49,122.98
SR02448,V002491,ST00003,M00013,C01662,30.2,30.2
SR02449,V001993,ST00002,M00007,C01120,54.98,54.98
SR02450,V001787,ST00002,M00021,C00737,90.2,90.2
SR02451,V005992,ST00001,M00052,C01996,70.08,140.16
SR02452,V004240,ST00005,M00017,C03535,47.0,47.0
SR02453,V005073,ST00007,M00030,C00275,50.67,202.68
SR02454,V000165,ST00003,M00082,C02657,67.69,67.69
SR02455,V001316,ST00002,M00030,C01343,56.46,56.46
SR02456,V002654,ST00006,M00027,C03391,57.5,115.0
SR02457,V002178,ST00007,M00019,C03476,81.38,325.52
SR02458,V004088,ST00002,M00080,C01833,40.15,40.15
SR02459,V000733,ST00002,M00053,C03461,75.46,75.46
SR02460,V005439,ST00006,M00011,C00149,53.07,106.14
SR02461,V001443,ST00001,M00076,C00453,62.8,125.6
SR02462,V003878,ST00004,M00095,C01555,89.48,268.44
SR02463,V004454,ST00003,M00032,C02672,98.95,98.95
SR02464,V000040,ST00005,M00003,C00989,35.62,35.62
SR02465,V003225,ST00004,M00002,C02478,29.72,89.16
SR02466,V003094,ST00003,M00017,C03629,82.74,82.74
SR02467,V002058,ST00007,M00006,C01205,21.88,87.52
SR02468,V002534,ST00006,M00058,C00901,36.13,72.26
SR02469,V004522,ST00007,M00079,C03364,52.18,208.72
SR02470,V002990,ST00003,M00002,C01609,77.09,77.09
SR02471,V005261,ST00002,M00050,C01663,44.89,44.89
SR02472,V003332,ST00003,M00038,C03718,67.42,67.42
SR02473,V003956,ST00007,M00058,C01301,87.64,350.56
SR02474,V004481,ST00006,M00027,C00418,96.9,193.8
SR02475,V005650,ST00007,M00078,C00327,55.28,221.12
SR02476,V003088,ST00006,M00094,C03744,55.67,111.34
SR02477,V004221,ST00001,M00041,C00520,71.66,143.32
SR02478,V004896,ST00001,M00092,C02723,43.66,87.32
SR02479,V001399,ST00001,M00068,C00514,75.99,151.98
SR02480,V003263,ST00007,M00005,C01932,44.37,177.48
SR02481,V004099,ST00006,M00003,C01252,40.24,80.48
SR02482,V002923,ST00004,M00095,C01837,31.39,94.17
SR02483,V005860,ST00006,M00070,C00843,61.22,122.44
SR02484,V002589,ST00003,M00096,C00283,91.11,91.11
SR02485,V000903,ST00005,M00088,C02473,99.52,99.52
SR02486,V001208,ST00006,M00013,C02162,37.41,74.82
SR02487,V003935,ST00007,M00095,C01978,98.45,393.8
SR02488,V000433,ST00001,M00061,C01179,72.76,145.52
SR02489,V000781,ST00002,M00034,C00097,28.46,28.46
SR02490,V000846,ST00006,M00040,C01638,30.17,60.34
SR02491,V004321,ST00006,M00010,C00567,46.39,92.78
SR02492,V005863,ST00003,M00094,C00424,46.08,46.08
SR02493,V001670,ST00004,M00012,C01431,63.46,190.38
SR02494,V003450,ST00002,M00060,C00545,59.17,59.17
SR02495,V000459,ST00006,M00006,C02795,57.69,115.38
SR02496,V003240,ST00006,M00099,C02040,85.71,171.42
SR02497,V001855,ST00003,M00060,C03924,91.99,91.99
SR02498,V005936,ST00005,M00021,C03613,48.11,48.11
SR02499,V004070,ST00004,M00093,C01002,37.44,112.32
SR02500,V000099,ST00006,M00031,C03075,25.21,50.42
SR02501,V005725,ST00002,M00004,C02937,25.3,25.3
SR02502,V005363,ST00005,M00092,C03631,44.83,44.83
SR02503,V005955,ST00007,M00070,C02218,73.23,292.92
SR02504,V002626,ST00001,M00077,C00354,49.87,99.74
SR02505,V002760,ST00003,M00038,C02218,63.64,63.64
SR02506,V002522,ST00004,M00052,C03513,73.02,219.06
SR02507,V002927,ST00004,M00052,C01483,45.86,137.58
SR02508,V003355,ST00004,M00056,C01378,53.45,160.35
SR02509,V005823,ST00003,M00021,C01652,65.01,65.01
SR02510,V002760,ST00004,M00080,C02309,54.31,162.93
SR02511,V000852,ST00007,M00066,C01369,79.61,318.44
SR02512,V002739,ST00003,M00010,C03111,63.64,63.64
SR02513,V002236,ST00005,M00076,C01269,83.14,83.14
SR02514,V005121,ST00002,M00077,C01520,43.45,43.45
SR02515,V000732,ST00002,M00060,C01841,90.77,90.77
SR02516,V002280,ST00003,M00066,C02960,26.26,26.26
SR02517,V001442,ST00001,M00067,C00405,44.63,89.26
SR02518,V001808,ST00004,M00025,C03153,33.23,99.69
SR02519,V005721,ST00003,M00045,C02041,79.54,79.54
SR02520,V004409,ST00007,M00066,C01476,71.3,285.2
SR02521,V003425,ST00005,M00082,C00696,61.49,61.49
SR02522,V000623,ST00005,M00099,C01634,75.69,75.69
SR02523,V002507,ST00005,M00036,C00382,92.13,92.13
SR02524,V002581,ST00004,M00025,C03505,71.21,213.63
SR02525,V000176,ST00003,M00036,C01115,41.09,41.09
SR02526,V004980,ST00002,M00082,C03542,86.5,86.5
SR02527,V002498,ST00004,M00012,C00644,22.04,66.12
SR02528,V001024,ST00006,M00061,C03966,49.49,98.98
SR02529,V001842,ST00001,M00056,C00747,56.7,113.4
SR02530,V005227,ST00001,M00098,C00165,91.78,183.56
SR02531,V005345,ST00006,M00044,C01802,68.87,137.74
SR02532,V004547,ST00005,M00008,C02454,78.0,78.0
SR02533,V001394,ST00005,M00032,C02057,97.95,97.95
SR02534,V001274,ST00004,M00056,C03488,95.54,286.62
SR02535,V002908,ST00006,M00003,C00708,53.73,107.46
SR02536,V004217,ST00002,M00022,C03594,50.6,50.6
SR02537,V000527,ST00007,M00077,C03828,53.74,214.96
SR02538,V002190,ST00002,M00011,C02010,32.56,32.56
SR02539,V005826,ST00007,M00078,C03371,77.05,308.2
SR02540,V000277,ST00005,M00028,C00910,23.41,23.41
SR02541,V000695,ST00007,M00003,C00137,53.68,214.72
SR02542,V005210,ST00005,M00045,C01890,59.91,59.91
SR02543,V000076,ST00007,M00087,C03548,23.94,95.76
SR02544,V000894,ST00006,M00016,C00623,38.9,77.8
SR02545,V005500,ST00003,M00020,C00602,68.55,68.55
SR02546,V000995,ST00005,M00060,C02933,37.12,37.12
SR02547,V004728,ST00004,M00009,C00153,50.07,150.21
SR02548,V000204,ST00005,M00078,C01870,88.4,88.4
SR02549,V002821,ST00005,M00068,C00079,58.96,58.96
SR02550,V000285,ST00001,M00010,C01462,40.47,80.94
SR02551,V005440,ST00004,M00008,C00820,87.75,263.25
SR02552,V002480,ST00004,M00075,C01035,22.68,68.04
SR02553,V005958,ST00004,M00099,C03250,78.83,236.49
SR02554,V002523,ST00003,M00066,C00713,99.35,99.35
SR02555,V001399,ST00003,M00098,C00024,64.69,64.69
SR02556,V005477,ST00002,M00034,C03216,36.24,36.24
SR02557,V004447,ST00003,M00034,C02845,57.53,57.53
SR02558,V000834,ST00005,M00053,C00633,29.76,29.76
SR02559,V003438,ST00005,M00041,C03981,81.77,81.77
SR02560,V002499,ST00003,M00018,C01757,28.96,28.96
SR02561,V002599,ST00002,M00039,C03263,34.88,34.88
SR02562,V004130,ST00001,M00082,C00934,76.37,152.74
SR02563,V005637,ST00002,M00068,C01156,92.17,92.17
SR02564,V005892,ST00003,M00072,C02589,37.43,37.43
SR02565,V000287,ST00004,M00017,C02524,93.37,280.11
SR02566,V005315,ST00005,M00055,C03507,42.03,42.03
SR02567,V004324,ST00007,M00046,C01552,69.78,279.12
SR02568,V000894,ST00004,M00018,C03346,39.64,118.92
SR02569,V000282,ST00007,M00026,C00172,78.96,315.84
SR02570,V005185,ST00006,M00036,C02004,60.89,121.78
SR02571,V003252,ST00004,M00028,C00093,58.19,174.57
SR02572,V005737,ST00002,M00008,C03406,74.73,74.73
SR02573,V001856,ST00001,M00040,C02808,93.56,187.12
SR02574,V002716,ST00003,M00006,C02124,58.85,58.85
SR02575,V002921,ST00007,M00050,C03255,75.0,300.0
SR02576,V000828,ST00001,M00029,C02648,93.67,187.34
SR02577,V004743,ST00006,M00017,C01348,85.24,170.48
SR02578,V004021,ST00001,M00045,C00406,93.22,186.44
SR02579,V001174,ST00001,M00094,C02411,36.89,73.78
SR02580,V003268,ST00005,M00087,C03892,73.14,73.14
SR02581,V001560,ST00003,M00019,C01219,54.97,54.97
SR02582,V002390,ST00002,M00073,C02617,51.57,51.57
SR02583,V005808,ST00004,M00048,C00330,92.09,276.27
SR02584,V002235,ST00003,M00050,C00685,76.19,76.19
SR02585,V002927,ST00007,M00076,C00356,27.72,110.88
SR02586,V002609,ST00006,M00011,C03122,95.69,191.38
SR02587,V003411,ST00004,M00002,C00158,94.57,283.71
SR02588,V003048,ST00004,M00026,C03178,57.99,173.97
SR02589,V004520,ST00002,M00048,C03423,83.25,83.25
SR02590,V001300,ST00004,M00021,C03964,59.87,179.61
SR02591,V002379,ST00002,M00037,C03293,92.48,92.48
SR02592,V004048,ST00005,M00093,C00921,69.78,69.78
SR02593,V003422,ST00007,M00086,C00501,62.08,248.32
SR02594,V004565,ST00002,M00014,C01289,60.96,60.96
SR02595,V001115,ST00004,M00048,C01318,44.36,133.08
SR02596,V005655,ST00005,M00037,C00854,88.28,88.28
SR02597,V005890,ST00007,M00038,C02266,70.06,280.24
SR02598,V002591,ST00007,M00059,C00777,78.03,312.12
SR02599,V004379,ST00004,M00080,C00453,69.54,208.62
SR02600,V002076,ST00004,M00092,C01546,90.35,271.05
SR02601,V002925,ST00001,M00091,C00484,57.22,114.44
SR02602,V004827,ST00006,M00074,C01451,66.48,132.96
SR02603,V004087,ST00002,M00043,C00988,26.82,26.82
SR02604,V001090,ST00007,M00067,C03146,43.38,173.52
SR02605,V001221,ST00005,M00010,C02327,67.9,67.9
SR02606,V000393,ST00007,M00090,C03405,56.65,226.6
SR02607,V003036,ST00005,M00070,C00167,96.95,96.95
SR02608,V000356,ST00003,M00041,C02125,87.41,87.41
SR02609,V000992,ST00003,M00089,C00828,53.34,53.34
SR02610,V005629,ST00001,M00001,C00194,71.78,143.56
SR02611,V000704,ST00003,M00015,C03756,68.97,68.97
SR02612,V003142,ST00002,M00021,C00666,94.48,94.48
SR02613,V000178,ST00003,M00003,C03312,67.11,67.11
SR02614,V000184,ST00002,M00068,C00660,92.63,92.63
SR02615,V001147,ST00006,M00027,C00850,34.15,68.3
SR02616,V003506,ST00002,M00066,C01804,38.02,38.02
SR02617,V004247,ST00004,M00074,C03977,77.42,232.26
SR02618,V002472,ST00001,M00022,C03178,84.24,168.48
SR02619,V005526,ST00002,M00013,C02817,27.71,27.71
SR02620,V004792,ST00005,M00009,C01962,63.11,63.11
SR02621,V003575,ST00007,M00053,C02474,71.94,287.76
SR02622,V003898,ST00004,M00025,C01678,88.46,265.38
SR02623,V003755,ST00005,M00035,C01249,82.5,82.5
SR02624,V004049,ST00001,M00064,C01090,92.95,185.9
